City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Harer,ET,2022-02-04 03:39:56,9.3094,42.1258,55.45,15,37,6.13
297,Vestmannaeyjar,IS,2022-02-04 03:39:56,63.4427,-20.2734,28.06,70,32,32.3
298,Daitari,IN,2022-02-04 03:39:57,21.1,85.75,70.0,75,47,9.78
299,Dicabisagan,PH,2022-02-04 03:39:57,17.0818,122.4157,78.6,75,92,6.4
300,College,US,2022-02-04 03:39:57,64.8569,-147.8028,2.86,54,40,9.22
301,Corowa,AU,2022-02-04 03:39:58,-36.0333,146.3833,80.58,26,1,8.39
302,Pelym,RU,2022-02-04 03:39:58,61.0108,61.9978,3.54,99,95,3.29
303,Chuy,UY,2022-02-04 03:39:58,-33.6971,-53.4616,70.92,95,100,6.29
304,Clifton Springs,AU,2022-02-04 03:39:59,-38.15,144.5667,76.44,46,40,10.36
305,Lerwick,GB,2022-02-04 03:36:07,60.1545,-1.1494,37.4,65,83,34.2
306,Saryozek,KZ,2022-02-04 03:39:59,44.3583,77.9753,24.67,76,70,2.84
307,Labuhan,ID,2022-02-04 03:39:59,-6.8844,112.2051,84.76,70,84,6.38
308,Salmon Arm,CA,2022-02-04 03:40:00,50.6998,-119.3024,28.24,92,99,0.58
309,Luangwa,ZM,2022-02-04 03:40:00,-15.6167,30.4167,72.27,96,98,1.21
310,Hokitika,NZ,2022-02-04 03:40:01,-42.7167,170.9667,63.68,98,100,9.06
311,Ewa Beach,US,2022-02-04 03:40:01,21.3156,-158.0072,80.55,46,0,10.0
312,Oksfjord,NO,2022-02-04 03:40:01,70.2396,22.3479,16.72,93,73,18.43
313,Beloha,MG,2022-02-04 03:40:02,-25.1667,45.05,75.33,80,5,11.52
314,Steamboat Springs,US,2022-02-04 03:40:02,40.485,-106.8317,8.1,67,40,0.0
315,Manokwari,ID,2022-02-04 03:39:24,-0.8667,134.0833,81.43,75,96,4.61
316,Areosa,PT,2022-02-04 03:40:03,41.7178,-8.8571,53.33,72,100,2.68
317,Aykhal,RU,2022-02-04 03:40:03,66.0,111.5,-17.7,100,100,2.59
318,Bathsheba,BB,2022-02-04 03:40:03,13.2167,-59.5167,75.81,73,20,11.5
319,Cuiluan,CN,2022-02-04 03:40:04,47.72,128.648,5.16,68,69,8.25
320,Half Moon Bay,US,2022-02-04 03:40:04,37.4636,-122.4286,56.08,76,20,6.91
321,La Palma,US,2022-02-04 03:40:04,33.8464,-118.0467,62.55,65,0,1.01
322,Eyl,SO,2022-02-04 03:40:04,7.9803,49.8164,70.14,69,1,11.12
323,Koygorodok,RU,2022-02-04 03:40:05,60.445,50.9968,-3.64,100,95,2.17
324,Gunjur,GM,2022-02-04 03:40:05,13.2019,-16.7339,72.09,64,0,4.7
325,Nanortalik,GL,2022-02-04 03:40:06,60.1432,-45.2371,26.35,94,100,15.73
326,Coruripe,BR,2022-02-04 03:41:06,-10.1256,-36.1756,77.54,75,63,8.86
327,Sao Joao Do Piaui,BR,2022-02-04 03:41:07,-8.3581,-42.2467,77.61,51,87,2.19
328,Port Augusta,AU,2022-02-04 03:41:07,-32.5,137.7667,84.7,27,0,11.54
329,Marsh Harbour,BS,2022-02-04 03:41:08,26.5412,-77.0636,73.65,60,23,16.46
330,Kolaras,IN,2022-02-04 03:41:08,25.2333,77.6,60.53,43,0,7.67
331,Olafsvik,IS,2022-02-04 03:41:08,64.8945,-23.7142,27.55,74,93,25.86
332,Miranda,CO,2022-02-04 03:41:09,3.2499,-76.2281,71.73,92,100,3.31
333,Miri,MY,2022-02-04 03:41:09,4.4148,114.0089,86.14,79,40,9.22
334,Broome,US,2022-02-04 03:37:21,42.2506,-75.833,28.67,83,100,3.0
335,Yarada,IN,2022-02-04 03:41:10,17.65,83.2667,73.72,88,40,2.3
336,Santa Isabel Do Rio Negro,BR,2022-02-04 03:41:10,-0.4139,-65.0192,73.29,96,99,1.28
337,Ekhabi,RU,2022-02-04 03:41:10,53.5102,142.9671,4.39,94,100,21.99
338,Axams,AT,2022-02-04 03:41:11,47.2081,11.2869,21.38,100,100,6.91
339,Pedasi,PA,2022-02-04 03:41:11,7.5333,-80.0333,75.07,83,46,13.18
340,Havelock,US,2022-02-04 03:37:51,34.8791,-76.9013,66.02,85,0,8.99
341,Chissamba,AO,2022-02-04 03:41:12,-12.1667,17.3333,62.01,98,100,3.96
342,Ushtobe,KZ,2022-02-04 03:41:13,45.2514,77.9838,21.78,83,83,5.55
343,Asau,RO,2022-02-04 03:41:13,46.4333,26.4,22.12,90,26,6.11
344,Inhambane,MZ,2022-02-04 03:41:13,-23.865,35.3833,77.11,84,4,0.31
345,Suoyarvi,RU,2022-02-04 03:41:14,62.0833,32.35,-5.31,100,95,1.54
346,Alofi,NU,2022-02-04 03:41:14,-19.0595,-169.9187,75.09,94,100,5.75
347,Cocorit,MX,2022-02-04 03:41:14,27.5833,-109.9667,52.12,24,0,5.64
348,Boca Do Acre,BR,2022-02-04 03:41:15,-8.7522,-67.3978,72.7,97,48,2.3
349,Hammerfest,NO,2022-02-04 03:41:15,70.6634,23.6821,16.25,67,75,14.97
350,Banda Aceh,ID,2022-02-04 03:41:16,5.5577,95.3222,85.24,63,52,9.8
351,San Andres,CO,2022-02-04 03:41:16,12.5847,-81.7006,80.62,74,20,9.22
352,Portland,US,2022-02-04 03:38:25,45.5234,-122.6762,45.84,93,20,1.01
353,Hoi An,VN,2022-02-04 03:41:17,15.8794,108.335,73.36,80,100,5.41
354,Almaty,KZ,2022-02-04 03:41:17,43.25,76.95,17.51,93,100,4.47
355,Nagapattinam,IN,2022-02-04 03:41:17,10.7667,79.8333,79.41,60,5,2.55
356,Llanes,ES,2022-02-04 03:41:18,43.4198,-4.7549,55.89,79,92,6.64
357,Chegdomyn,RU,2022-02-04 03:41:18,51.1167,133.0167,-4.07,87,90,2.51
358,Parnamirim,BR,2022-02-04 03:41:19,-5.9156,-35.2628,80.49,83,40,10.36
359,Lagos,NG,2022-02-04 03:40:53,6.5833,3.75,79.12,93,2,2.39
360,Lasa,IT,2022-02-04 03:41:19,46.6166,10.7002,31.3,64,28,3.09
361,Manzil Kamil,TN,2022-02-04 03:41:20,35.6248,10.6673,49.44,76,20,8.05
362,Kawalu,ID,2022-02-04 03:41:20,-7.3817,108.2082,88.75,52,30,2.57
363,Chapais,CA,2022-02-04 03:41:20,49.7834,-74.8492,-27.62,100,40,2.48
364,Bonavista,CA,2022-02-04 03:41:21,48.6499,-53.1147,38.12,92,100,25.21
365,Jiangyou,CN,2022-02-04 03:41:21,31.7667,104.7167,48.49,61,24,3.78
366,Quatre Cocos,MU,2022-02-04 03:41:22,-20.2078,57.7625,81.09,87,99,19.66
367,Porto Santo,PT,2022-02-04 03:41:22,33.072,-16.3415,66.31,94,20,9.22
368,Djibo,BF,2022-02-04 03:41:22,14.1022,-1.6306,65.17,15,3,10.69
369,Shirokiy,RU,2022-02-04 03:41:23,49.758,129.523,-2.13,83,37,8.99
370,Emerald,AU,2022-02-04 03:41:23,-23.5333,148.1667,89.74,45,40,17.27
371,Haveli,PK,2022-02-04 03:42:23,30.4502,73.6989,52.77,80,0,5.28
372,Tigil,RU,2022-02-04 03:42:24,57.8,158.6667,13.86,92,73,2.13
373,Sibu,MY,2022-02-04 03:42:24,2.3,111.8167,80.91,88,40,3.0
374,Sao Filipe,CV,2022-02-04 03:39:18,14.8961,-24.4956,72.36,76,0,7.74
375,Beyneu,KZ,2022-02-04 03:42:25,45.3167,55.2,36.64,70,100,22.08
376,Mitu,CO,2022-02-04 03:42:25,1.1983,-70.1733,70.93,99,69,0.54
377,Madimba,TZ,2022-02-04 03:42:25,-10.4,40.3333,77.45,89,91,7.7
378,Sistranda,NO,2022-02-04 03:40:38,63.7256,8.834,34.9,90,100,21.61
379,Umuarama,BR,2022-02-04 03:42:26,-23.7664,-53.325,71.69,94,100,10.8
380,Annau,TM,2022-02-04 03:42:26,37.8876,58.516,35.1,64,20,2.3
381,Noumea,NC,2022-02-04 03:42:06,-22.2763,166.4572,91.38,93,97,8.5
382,Fort Saint James,CA,2022-02-04 03:42:27,54.4333,-124.25,19.74,98,100,2.15
383,Eston,CA,2022-02-04 03:42:27,51.1501,-108.7514,-9.51,95,86,4.21
384,Carthage,TN,2022-02-04 03:42:28,36.8611,10.3316,57.06,87,20,3.44
385,Prince Rupert,CA,2022-02-04 03:40:12,54.3161,-130.3201,44.69,93,100,13.8
386,Bambanglipuro,ID,2022-02-04 03:39:35,-7.95,110.2833,78.6,69,98,2.21
387,Narsaq,GL,2022-02-04 03:42:28,60.9167,-46.05,25.02,96,100,9.31
388,Santa Barbara,US,2022-02-04 03:39:27,34.7333,-120.0343,49.33,72,0,3.44
389,Kalmthout,BE,2022-02-04 03:42:29,51.3846,4.4742,46.83,87,100,11.5
390,Maceio,BR,2022-02-04 03:42:29,-9.6658,-35.7353,76.44,88,20,2.3
391,Prescott,US,2022-02-04 03:42:30,34.54,-112.4685,30.34,29,0,1.99
392,Wewak,PG,2022-02-04 03:42:30,-3.5534,143.6268,85.77,65,54,11.65
393,Deniliquin,AU,2022-02-04 03:42:30,-35.5333,144.9667,79.0,20,0,8.86
394,Port Hardy,CA,2022-02-04 03:38:24,50.6996,-127.4199,46.76,93,75,13.8
395,Sarkand,KZ,2022-02-04 03:42:31,45.41,79.9186,22.53,77,82,3.49
396,Lieksa,FI,2022-02-04 03:42:31,63.3167,30.0167,-1.55,100,91,2.77
397,Fairbanks,US,2022-02-04 03:39:16,64.8378,-147.7164,0.48,54,0,8.05
398,Camabatela,AO,2022-02-04 03:42:32,-8.1881,15.375,59.77,99,100,0.92
399,Derac,HT,2022-02-04 03:42:32,19.65,-71.8167,71.02,89,12,7.18
400,Nizwa,OM,2022-02-04 03:42:33,22.9333,57.5333,64.18,49,1,0.98
401,Rudnogorsk,RU,2022-02-04 03:42:33,57.2639,103.7519,4.96,92,100,5.21
402,Saint-Joseph,RE,2022-02-04 03:42:33,-21.3667,55.6167,79.16,88,100,27.47
403,Araguaina,BR,2022-02-04 03:42:34,-7.1911,-48.2072,73.44,89,100,3.27
404,Develi,TR,2022-02-04 03:42:34,38.3906,35.4922,31.35,97,100,3.04
405,Ongandjera,NA,2022-02-04 03:42:34,-17.8833,15.0667,69.67,49,45,7.72
406,Coleraine,GB,2022-02-04 03:42:35,55.1333,-6.6667,41.04,72,98,20.47
407,Venancio Aires,BR,2022-02-04 03:42:35,-29.6064,-52.1919,79.83,77,93,7.9
408,Sangar,RU,2022-02-04 03:42:36,63.9242,127.4739,-19.97,94,98,3.91
409,Tessalit,ML,2022-02-04 03:42:36,20.1986,1.0114,55.04,19,0,12.26
410,Saint-Pierre,RE,2022-02-04 03:42:37,-21.3393,55.4781,80.24,84,100,20.04
411,Davila,PH,2022-02-04 03:42:37,18.4726,120.5763,84.18,69,5,24.58
412,Hurfeish,IL,2022-02-04 03:42:37,33.0171,35.3484,49.53,92,95,4.16
413,Kaitangata,NZ,2022-02-04 03:42:38,-46.2817,169.8464,49.35,95,100,2.98
414,Micheweni,TZ,2022-02-04 03:42:38,-4.9667,39.8333,80.19,79,99,9.08
415,Planeta Rica,CO,2022-02-04 03:42:39,8.4147,-75.5883,78.04,90,5,10.98
416,Sao Joao Da Barra,BR,2022-02-04 03:42:39,-21.6403,-41.0511,73.27,98,98,5.57
417,Bardiyah,LY,2022-02-04 03:42:40,31.7561,25.0865,53.26,66,47,28.72
418,Hasaki,JP,2022-02-04 03:42:40,35.7333,140.8333,48.29,58,100,6.87
419,Standerton,ZA,2022-02-04 03:43:40,-26.9337,29.2415,63.61,96,14,10.27
420,Muromtsevo,RU,2022-02-04 03:43:41,56.3724,75.2418,19.15,81,100,12.06
421,Sao Jose Da Coroa Grande,BR,2022-02-04 03:43:41,-8.8978,-35.1478,78.42,75,95,8.19
422,Kayes,ML,2022-02-04 03:43:41,14.0,-11.0,70.79,11,4,3.89
423,Severo-Kurilsk,RU,2022-02-04 03:43:42,50.6789,156.125,30.94,88,100,10.27
424,Am Timan,TD,2022-02-04 03:43:42,11.0297,20.2827,68.09,13,14,9.51
425,Ngara,TZ,2022-02-04 03:43:42,-2.5122,30.6558,53.8,96,100,0.69
426,Rawah,IQ,2022-02-04 03:43:43,34.4816,41.9093,49.17,60,79,6.82
427,Gonc,HU,2022-02-04 03:43:43,48.4667,21.2833,30.58,93,100,5.08
428,Rimini,IT,2022-02-04 03:43:44,44.0241,12.5186,51.49,79,75,1.99
429,Eureka,US,2022-02-04 03:43:44,40.8021,-124.1637,45.79,86,1,1.01
430,Ust-Nera,RU,2022-02-04 03:43:44,64.5667,143.2,-8.57,96,93,3.96
431,Korla,CN,2022-02-04 03:43:45,41.7597,86.1469,27.93,39,100,7.09
432,Culpeper,US,2022-02-04 03:43:45,38.5004,-77.9664,59.61,93,100,0.0
433,Dingle,PH,2022-02-04 03:42:06,10.9995,122.6711,80.22,81,85,14.56
434,Dunedin,NZ,2022-02-04 03:39:58,-45.8742,170.5036,50.72,96,100,5.5
435,Bilibino,RU,2022-02-04 03:43:45,68.0546,166.4372,-5.73,69,0,4.43
436,Kenai,US,2022-02-04 03:43:46,60.5544,-151.2583,25.14,93,100,18.41
437,General Roca,AR,2022-02-04 03:43:46,-39.0333,-67.5833,72.0,44,100,12.84
438,San Quintin,MX,2022-02-04 03:40:34,30.4833,-115.95,56.08,66,0,3.98
439,Tilichiki,RU,2022-02-04 03:43:47,60.4667,166.1,4.64,82,100,9.1
440,Zabaykalsk,RU,2022-02-04 03:43:47,49.6333,117.3167,-5.75,82,13,8.46
441,Pacific Grove,US,2022-02-04 03:43:48,36.6177,-121.9166,55.08,83,0,1.99
442,Kununurra,AU,2022-02-04 03:43:48,-15.7667,128.7333,89.58,70,40,9.22
443,Bousso,TD,2022-02-04 03:43:48,10.4795,16.7117,64.92,17,18,7.34
444,Kontagora,NG,2022-02-04 03:43:49,10.3999,5.4695,68.68,14,0,8.88
445,Rio Grande,BR,2022-02-04 03:43:49,-32.035,-52.0986,70.95,86,100,8.66
446,Komsomolskiy,UZ,2022-02-04 03:43:50,40.4272,71.7189,36.82,80,2,2.3
447,Sept-Iles,CA,2022-02-04 03:43:50,50.2001,-66.3821,3.72,51,75,11.5
448,Limbang,MY,2022-02-04 03:43:50,4.75,115.0,87.91,57,98,5.26
449,Finnsnes,NO,2022-02-04 03:43:51,69.2296,17.9811,19.36,86,100,9.13
450,Paea,PF,2022-02-04 03:43:51,-17.6833,-149.5833,85.71,62,40,4.61
451,Kurchum,KZ,2022-02-04 03:43:51,48.5722,83.6542,-7.44,93,29,0.09
452,Esperance,AU,2022-02-04 03:41:53,-33.8667,121.9,85.84,47,4,11.77
453,Hefei,CN,2022-02-04 03:43:52,31.8639,117.2808,41.02,75,40,2.24
454,Sao Raimundo Nonato,BR,2022-02-04 03:43:52,-9.0153,-42.6994,72.93,62,66,0.47
455,Palanga,LT,2022-02-04 03:43:53,55.9175,21.0686,32.02,93,75,11.5
456,Ust-Ilimsk,RU,2022-02-04 03:43:53,58.0006,102.6619,8.28,93,100,9.17
457,Ostrovnoy,RU,2022-02-04 03:43:54,68.0531,39.5131,8.62,96,100,5.21
458,Andrelandia,BR,2022-02-04 03:43:54,-21.7397,-44.3092,64.94,98,98,1.7
459,Eirunepe,BR,2022-02-04 03:43:55,-6.6603,-69.8736,72.43,98,62,1.63
460,Guiberoua,CI,2022-02-04 03:43:55,6.2392,-6.1727,68.34,99,33,2.15
461,Mitchell,US,2022-02-04 03:43:21,43.7094,-98.0298,9.73,48,0,7.0
462,Lavrentiya,RU,2022-02-04 03:43:56,65.5833,-171.0,1.96,55,0,22.73
463,Dwarka,IN,2022-02-04 03:43:56,22.2394,68.9678,70.27,44,4,4.05
464,Manavalakurichi,IN,2022-02-04 03:43:56,8.1333,77.3,84.29,67,13,4.03
465,Balkanabat,TM,2022-02-04 03:44:57,39.5108,54.3671,50.52,32,2,9.28
466,Arona,ES,2022-02-04 03:44:57,28.0996,-16.681,66.9,54,0,1.14
467,Nouakchott,MR,2022-02-04 03:40:48,18.0858,-15.9785,70.18,26,0,10.65
468,Soyo,AO,2022-02-04 03:44:58,-6.1349,12.3689,76.71,76,96,3.22
469,Asosa,ET,2022-02-04 03:44:58,10.0667,34.5333,66.9,27,39,6.42
470,Hargeysa,SO,2022-02-04 03:42:45,9.56,44.065,55.02,43,9,6.17
471,South Venice,US,2022-02-04 03:44:59,27.0531,-82.4243,69.84,88,20,5.75
472,Denpasar,ID,2022-02-04 03:44:59,-8.65,115.2167,80.26,83,40,9.22
473,Bourail,NC,2022-02-04 03:45:00,-21.5667,165.4833,78.22,90,99,6.06
474,Kavaratti,IN,2022-02-04 03:45:00,10.5669,72.642,79.18,65,5,9.08
475,Salekhard,RU,2022-02-04 03:45:01,66.53,66.6019,-7.96,98,100,1.72
476,Nishihara,JP,2022-02-04 03:45:01,26.1842,127.7558,63.68,92,100,10.36
477,Russell,US,2022-02-04 03:45:01,32.3502,-85.1999,65.43,93,100,9.22
478,Kudahuvadhoo,MV,2022-02-04 03:45:02,2.6708,72.8944,81.28,72,2,10.31
479,Broken Hill,AU,2022-02-04 03:45:02,-31.95,141.4333,73.11,28,0,17.27
480,Coahuayana,MX,2022-02-04 03:45:03,18.7333,-103.6833,67.19,78,26,4.05
481,Gryazovets,RU,2022-02-04 03:45:03,58.88,40.2525,3.81,100,99,2.59
482,Tabas,IR,2022-02-04 03:45:03,33.5959,56.9244,48.25,28,26,2.62
483,Garowe,SO,2022-02-04 03:45:04,8.4054,48.4845,62.82,50,3,6.67
484,Zaysan,KZ,2022-02-04 03:45:04,47.4667,84.8667,0.3,92,67,1.83
485,Watsa,CD,2022-02-04 03:45:05,3.0372,29.5355,66.45,50,100,1.99
486,Ordynskoye,RU,2022-02-04 03:44:29,54.3656,81.8994,6.78,98,94,7.4
487,Nemuro,JP,2022-02-04 03:45:06,43.3236,145.575,25.23,59,43,14.16
488,Ravar,IR,2022-02-04 03:45:06,31.2656,56.8055,49.69,25,0,2.19
489,Hay River,CA,2022-02-04 03:45:06,60.8156,-115.7999,-25.64,75,20,5.75
490,Wattegama,LK,2022-02-04 03:45:07,6.7989,81.4808,79.72,61,2,3.83
491,Riyadh,SA,2022-02-04 03:45:07,24.6877,46.7219,57.34,36,25,4.92
492,Ahipara,NZ,2022-02-04 03:45:08,-35.1667,173.1667,76.42,71,56,14.03
493,Dakoro,NE,2022-02-04 03:45:08,14.5106,6.765,54.43,20,0,16.42
494,Liloy,PH,2022-02-04 03:45:08,8.1144,122.6594,81.09,75,93,11.23
495,Mount Gambier,AU,2022-02-04 03:44:26,-37.8333,140.7667,73.31,38,75,6.91
496,Faya,SA,2022-02-04 03:45:09,18.3851,42.4509,51.91,52,5,3.06
497,Trincomalee,LK,2022-02-04 03:45:10,8.5711,81.2335,77.41,69,3,4.38
498,Luxor,EG,2022-02-04 03:45:10,25.6989,32.6421,46.45,53,0,4.61
499,Gornyye Klyuchi,RU,2022-02-04 03:45:10,45.25,133.5,5.92,81,98,4.97
500,Leh,IN,2022-02-04 03:45:11,34.1667,77.5833,8.89,94,100,1.43
501,Umm Lajj,SA,2022-02-04 03:45:11,25.0213,37.2685,66.76,46,0,18.48
502,Itarema,BR,2022-02-04 03:40:46,-2.9248,-39.9167,77.58,87,79,10.07
503,Pachino,IT,2022-02-04 03:45:12,36.7186,15.0907,39.24,61,3,9.33
504,Moron,AR,2022-02-04 03:45:12,-34.6534,-58.6198,73.96,91,1,5.06
505,Columbus,US,2022-02-04 03:43:39,39.9612,-82.9988,25.14,90,100,1.01
506,Kaseda,JP,2022-02-04 03:46:13,31.4167,130.3167,52.14,53,47,19.82
507,Husavik,IS,2022-02-04 03:46:13,66.0449,-17.3389,22.91,81,100,15.97
508,Steinbach,DE,2022-02-04 03:42:13,50.1667,8.5667,44.6,81,75,12.66
509,Argelia,CO,2022-02-04 03:46:14,2.2556,-77.2488,65.44,99,100,0.09
510,Bandarbeyla,SO,2022-02-04 03:46:14,9.4942,50.8122,73.51,68,4,13.02
511,Hare Bay,CA,2022-02-04 03:46:15,48.8499,-54.0148,38.55,92,100,12.55
512,Manyana,BW,2022-02-04 03:45:47,-23.4,21.7167,66.74,77,14,5.46
513,Evensk,RU,2022-02-04 03:46:15,61.95,159.2333,15.57,46,31,23.58
514,Goderich,CA,2022-02-04 03:46:16,43.7501,-81.7165,14.92,73,100,10.36
515,South Ogden,US,2022-02-04 03:46:16,41.1919,-111.9713,24.73,70,0,1.99
516,Marathon,US,2022-02-04 03:46:16,44.9,-89.7668,-2.67,72,0,3.44
517,Codrington,AU,2022-02-04 03:46:17,-38.2667,141.9667,68.0,59,71,16.15
518,Hecelchakan,MX,2022-02-04 03:46:17,20.1667,-90.1333,77.36,56,2,8.01
519,Areka,ET,2022-02-04 03:46:18,7.0667,37.7,57.76,53,94,5.39
520,Pindiga,NG,2022-02-04 03:46:18,9.9833,10.9333,62.98,19,17,11.83
521,Kuytun,RU,2022-02-04 03:46:19,54.3419,101.5036,3.67,92,81,2.28
522,Yuci,CN,2022-02-04 03:46:19,37.6803,112.7319,28.15,26,0,8.95
523,Road Town,VG,2022-02-04 03:44:53,18.4167,-64.6167,75.99,77,86,18.34
524,Betsiamites,CA,2022-02-04 03:46:20,48.9413,-68.646,10.29,74,100,11.59
525,Pyaozerskiy,RU,2022-02-04 03:46:20,65.8333,31.1667,1.51,99,92,1.72
526,Havre-Saint-Pierre,CA,2022-02-04 03:46:21,50.2334,-63.5986,10.99,61,100,13.8
527,Chardara,KZ,2022-02-04 03:46:21,41.2547,67.9692,40.51,40,4,8.63
528,Vilyuysk,RU,2022-02-04 03:46:22,63.7553,121.6247,-16.24,96,80,4.18
529,Barranca,PE,2022-02-04 03:46:22,-10.75,-77.7667,70.68,80,83,6.91
530,Leningradskiy,RU,2022-02-04 03:44:38,69.3833,178.4167,-10.32,83,3,7.58
531,Huarmey,PE,2022-02-04 03:46:23,-10.0681,-78.1522,71.29,82,24,7.81
532,Teya,RU,2022-02-04 03:44:35,60.3778,92.6267,14.11,92,100,6.58
533,Monchengladbach,DE,2022-02-04 03:46:24,51.2,6.4333,45.84,88,100,9.22
534,Liverpool,GB,2022-02-04 03:46:25,53.4106,-2.9779,41.68,88,100,5.01
535,Teguldet,RU,2022-02-04 03:46:25,57.3064,88.1667,14.76,93,99,7.47
536,Rio Gallegos,AR,2022-02-04 03:46:26,-51.6226,-69.2181,46.45,61,75,10.36
537,Junin,AR,2022-02-04 03:46:26,-34.5838,-60.9433,67.03,90,3,7.31
538,Upata,VE,2022-02-04 03:46:26,8.0086,-62.3989,69.58,89,39,5.14
539,Teluknaga,ID,2022-02-04 03:46:27,-6.0989,106.6381,93.18,79,40,5.99
540,Coquimbo,CL,2022-02-04 03:46:27,-29.9533,-71.3436,64.13,82,20,3.44
541,Porto Velho,BR,2022-02-04 03:46:28,-8.7619,-63.9039,75.25,94,0,1.14
542,Tarakan,ID,2022-02-04 03:46:28,3.3,117.6333,85.5,66,40,8.05
543,Fortuna,US,2022-02-04 03:46:28,40.5982,-124.1573,46.18,91,0,0.0
544,Los Alamos,US,2022-02-04 03:46:29,35.8881,-106.307,13.78,79,0,1.01
545,Piranhas,BR,2022-02-04 03:46:29,-16.4269,-51.8222,72.93,92,86,1.12
546,Lagunas,PE,2022-02-04 03:46:30,-5.2269,-75.6753,73.63,88,99,1.54
547,Shiraoi,JP,2022-02-04 03:46:30,42.55,141.35,30.22,66,90,16.06
548,Constantine,DZ,2022-02-04 03:43:29,36.365,6.6147,36.81,60,0,1.14
549,Praya,CV,2022-02-04 03:43:08,14.9215,-23.5087,70.34,83,0,12.66
550,Sobolevo,RU,2022-02-04 03:46:30,54.4299,31.8996,3.9,100,94,6.55
551,Muskogee,US,2022-02-04 03:46:31,35.5834,-95.3336,21.09,78,100,12.66
552,Kruisfontein,ZA,2022-02-04 03:47:31,-34.0033,24.7314,63.88,75,79,9.17
553,Consett,GB,2022-02-04 03:47:32,54.854,-1.8316,40.42,78,100,12.57
554,Hovd,MN,2022-02-04 03:47:32,48.0056,91.6419,-2.54,76,20,1.59
555,Kaeo,NZ,2022-02-04 03:47:32,-35.1,173.7833,78.33,81,96,9.4
556,Menongue,AO,2022-02-04 03:47:33,-14.6585,17.691,61.18,95,100,3.31
557,Abu Dhabi,AE,2022-02-04 03:42:46,24.4667,54.3667,67.96,78,0,2.3
558,Jimma,ET,2022-02-04 03:47:33,7.6667,36.8333,62.22,56,100,0.74
559,Varkkallai,IN,2022-02-04 03:47:33,8.7341,76.7067,83.98,69,31,7.02
560,Praia Da Vitoria,PT,2022-02-04 03:47:34,38.7333,-27.0667,57.45,82,20,12.12
561,Maloy,NO,2022-02-04 03:47:34,61.9353,5.1136,38.93,94,100,8.01
562,Uyuni,BO,2022-02-04 03:47:35,-20.4597,-66.825,50.45,47,19,10.96
563,Poltavka,RU,2022-02-04 03:47:35,54.3663,71.7632,15.33,83,100,9.73
564,Bennington,US,2022-02-04 03:45:20,42.8781,-73.1968,39.61,95,100,6.91
565,Necochea,AR,2022-02-04 03:47:35,-38.5473,-58.7368,65.03,95,78,7.16
